{0., 2.8853900817780302}
{0.5, 2.8808856652816024}
{1., 2.8465217632008195}
{1.5, 2.81146109011054}
{2., 2.8075899908841064}
{2.5, 2.773079752783151}
{3., 2.70902443374404}
{3.5, 2.6876995064186637}
{4., 2.677975055732841}
{4.5, 2.6213731784513294}
{5., 2.5766211476398135}
{5.5, 2.572653919205052}
{6., 2.5445174938636588}
{6.5, 2.4919362677632826}
{7., 2.4742445845443415}
{7.5, 2.468458348013424}
{8., 2.428396984387957}
{8.5, 2.3950089219722424}
{9., 2.3922950732006845}
{9.5, 2.374066739615878}
{10., 2.3365283757143773}
{10.5, 2.323070452018732}
{11., 2.3201522438250244}
{11.5, 2.292421927358631}
{12., 2.267401886470189}
{12.5, 2.26560729284631}
{13., 2.253812045361893}
{13.5, 2.226101657556095}
{14., 2.2154672593645266}
{14.5, 2.214420686419924}
{15., 2.1945425935210436}
{15.5, 2.17492949921021}
{16., 2.173752654061455}
{16.5, 2.1661052843103876}
{17., 2.1447834305393525}
{17.5, 2.1360523496066124}
{18., 2.1362369529012426}
{18.5, 2.1215373941598967}
{19., 2.10556089710629}
{19.5, 2.104874794281624}
{20., 2.1000284487685166}
{20.5, 2.0830394488127992}
{21., 2.0756375320530047}
{21.5, 2.0767503660519155}
{22., 2.0656296577789677}
{22.5, 2.0521753114393766}
{23., 2.0518744386730994}
{23.5, 2.0490381594966887}
{24., 2.0351049442758455}
{24.5, 2.02870136590908}
{25., 2.030471340909116}
{25.5, 2.0219081844881095}
{26., 2.0103403322536435}
{26.5, 2.010361272376409}
{27., 2.0089685963627284}
{27.5, 1.997265759434267}
{28., 1.9916439914289148}
{28.5, 1.99394527873163}
{29., 1.9872641198276955}
{29.5, 1.9770981778038452}
{30., 1.977430073695361}
{30.5, 1.9770981834066337}
{31., 1.9670734679657307}
{31.5, 1.9620831306591637}
{32., 1.9648087096144606}
{32.5, 1.9595292449931914}
{33., 1.9504525149087821}
{33.5, 1.9510561518960858}
{34., 1.951532630039714}
{34.5, 1.9427806391913496}
{35., 1.938322282566344}
{35.5, 1.941390253041836}
{36., 1.9371618757382316}
{36.5, 1.9289498275046952}
{37., 1.92980590962047}
{37.5, 1.9308971128087742}
{38., 1.9231217961975502}
{38.5, 1.919127254824872}
{39., 1.922475672490355}
{39.5, 1.9190284305891954}
{40., 1.9115267378457457}
{40.5, 1.9126069035204092}
{41., 1.9141685725771829}
{41.5, 1.9071529574491377}
{42., 1.9035648609644613}
{42.5, 1.9071401878379528}
{43., 1.9042828502911116}
{43.5, 1.8973584431592272}
{44., 1.8986615710543986}
{44.5, 1.900565351917203}
{45., 1.8941479669379955}
{45.5, 1.8909258091044951}
{46., 1.894688359892057}
{46.5, 1.892270033323015}
{47., 1.8858131996491336}
{47.5, 1.8873380469467842}
{48., 1.8894798324246276}
{48.5, 1.8835430563158342}
{49., 1.8806514655067144}
{49.5, 1.884553501960312}
{50., 1.8824699755846646}
{50.5, 1.8764074440111784}
{51., 1.878146579962511}
{51.5, 1.8804420220815428}
{52., 1.8748642841679442}
{52.5, 1.8722848873826674}
{53., 1.876291980248825}
{53.5, 1.8744598490630047}
{54., 1.8687545330323199}
{54.5, 1.8706795746944465}
{55., 1.873077215045113}
{55.5, 1.8677804050539308}
{56., 1.8654853824377065}
{56.5, 1.8695983933611924}
{57., 1.8679031445530763}
{57.5, 1.8625347710502613}
{58., 1.8645982538860602}
{58.5, 1.8670860982150987}
{59., 1.862028713359034}
{59.5, 1.859985831939473}
{60., 1.8641685422501237}
{60.5, 1.8625702039406171}
{61., 1.857443271875629}
{61.5, 1.8596939958124161}
{62., 1.862197894601136}
{62.5, 1.857306542152236}
{63., 1.8555239506709529}
{63.5, 1.8597366167332483}
{64., 1.8582201005982915}
{64.5, 1.8533195817661021}
{65., 1.8557372424090346}
{65.5, 1.8582062992978297}
{66., 1.8534515567588679}
{66.5, 1.8519012978052694}
{67., 1.856158019016064}
{67.5, 1.8546444197092034}
{68., 1.849992408120071}
{68.5, 1.8525108905222867}
{69., 1.854976165178348}
{69.5, 1.850345733612015}
{70., 1.8489921100615598}
{70.5, 1.8532842820379662}
{71., 1.8517450340547061}
{71.5, 1.8472704461078473}
{72., 1.849945409372583}
{72.5, 1.8523534060186861}
{73., 1.8477822379923252}
{73.5, 1.8466608887070008}
{74., 1.850930990591253}
{74.5, 1.8493916494081586}
{75., 1.8450780530210902}
{75.5, 1.8478851177211246}
{76., 1.8502029187687525}
{76.5, 1.8457079857915293}
{77., 1.844770649960646}
{77.5, 1.8490650310458516}
{78., 1.8474419993729283}
{78.5, 1.8433279972166314}
{79., 1.8462176997161286}
{79.5, 1.8484786607113401}
{80., 1.8440400693367045}
{80.5, 1.8432736613410587}
{81., 1.8475663375964388}
{81.5, 1.8458775692876341}
{82., 1.8418943795386349}
{82.5, 1.8449215349552883}
{83., 1.8470840030327476}
{83.5, 1.842653601279288}
{84., 1.8420959466415074}
{84.5, 1.8463449354633523}
{85., 1.8446080780810798}
{85.5, 1.8407511224953679}
{86., 1.8438951315611283}
{86.5, 1.8459328766230103}
{87., 1.8415367578458843}
{87.5, 1.8411574601812686}
{88., 1.8453833121247563}
{88.5, 1.8435397992263565}
{89., 1.8398562599309634}
{89.5, 1.8430604202652914}
{90., 1.845008811889235}
{90.5, 1.8406553956741174}
{91., 1.8404128337814831}
{91.5, 1.8446345220593074}
{92., 1.8426921396939124}
{92.5, 1.8391245328006094}
{93., 1.8424514416774744}
{93.5, 1.8442758899293463}
{94., 1.8398988376935739}
{94.5, 1.8398606009804355}
{95., 1.8440105386553056}
{95.5, 1.8419989203086442}
{96., 1.8385463415413927}
{96.5, 1.8419576587622317}
{97., 1.8436542407412886}
{97.5, 1.8393148587728123}
{98., 1.8394202820237466}
{98.5, 1.8435438907646944}
{99., 1.8414015909087902}
{99.5, 1.8381098748038878}
{100., 1.8415779296234578}
{100.5, 1.843164510710265}
{101., 1.8388385526679683}
{101.5, 1.8390831669230265}
{102., 1.8431776845643388}
{102.5, 1.8409446314029907}
{103., 1.837751315796773}
{103.5, 1.8413290145019419}
{104., 1.8427745752201647}
{104.5, 1.8384258612775701}
{105., 1.8388611753417208}
{105.5, 1.842871505076399}
{106., 1.8405403346334}
{106.5, 1.837475216310733}
{107., 1.8411063368893223}
{107.5, 1.8424287648364317}
{108., 1.8381286943953166}
{108.5, 1.8386736795026601}
{109., 1.842668456011563}
{109.5, 1.8402111107657837}
{110., 1.8372812023348915}
{110.5, 1.8409930840572204}
{111., 1.8421749803552308}
{111.5, 1.8378445418682676}
{112., 1.8385752979489418}
{112.5, 1.8424743990135326}
{113., 1.8399350323400319}
{113.5, 1.8371116586231788}
{114., 1.8408811489362733}
{114.5, 1.8419342211458538}
{115., 1.8376512063072212}
{115.5, 1.8384958243873524}
{116., 1.8423639339714946}
{116.5, 1.8396969055172616}
{117., 1.8370148074574304}
{117.5, 1.8408407129238793}
{118., 1.8417492692042479}
{118.5, 1.8374631282946159}
{119., 1.83846304005334}
{119.5, 1.8422504067203134}
{120., 1.839511196715171}
{120.5, 1.8369261168553308}
{121., 1.8408204560267298}
{121.5, 1.8415953408157288}
{122., 1.8373191607391557}
{122.5, 1.8384738653935508}
{123., 1.8421756077025855}
{123.5, 1.839313175244905}
{124., 1.8368764326579121}
{124.5, 1.840813312089289}
{125., 1.8414441580053613}
{125.5, 1.837206615876787}
{126., 1.8384732222036142}
{126.5, 1.8421279783250317}
{127., 1.8391852853134696}
{127.5, 1.8368574229627126}
{128., 1.840847984818133}
{128.5, 1.8413402997241404}
{129., 1.837091942367035}
{129.5, 1.8385301597477683}
{130., 1.842074678448712}
