{0., 2.8853900817780302}
{0.5, 2.879927405611882}
{1., 2.823105453892114}
{1.5, 2.70257516858161}
{2., 2.5940611882981566}
{2.5, 2.551037071457694}
{3., 2.550003594470274}
{3.5, 2.509762014408628}
{4., 2.4044945146777374}
{4.5, 2.300369619064001}
{5., 2.248256739179309}
{5.5, 2.2436591971789333}
{6., 2.2338630302613653}
{6.5, 2.17697585713991}
{7., 2.100946638895971}
{7.5, 2.0508227414534708}
{8., 2.0398508196529352}
{8.5, 2.0417665018344495}
{9., 2.016272221439732}
{9.5, 1.9644794677466626}
{10., 1.919425608745002}
{10.5, 1.9027669517227106}
{11., 1.906682031271079}
{11.5, 1.8993418161451951}
{12., 1.8665084376102559}
{12.5, 1.8278537288295675}
{13., 1.807071927276837}
{13.5, 1.8086432376408503}
{14., 1.8110379094711861}
{14.5, 1.7928953530538083}
{15., 1.7614101380810547}
{15.5, 1.7382970277416139}
{16., 1.7357705422786238}
{16.5, 1.7424347781767977}
{17., 1.735432774012164}
{17.5, 1.711525496927368}
{18., 1.6878575724239444}
{18.5, 1.6809047803995865}
{19., 1.6881984042787908}
{19.5, 1.689227727356577}
{20., 1.6729285714020716}
{20.5, 1.6503366685660938}
{21., 1.6394271367637037}
{21.5, 1.6450428867184383}
{22., 1.6513081556274378}
{22.5, 1.6422269959699904}
{23., 1.622119834891938}
{23.5, 1.6081776182186664}
{24., 1.6107802921439376}
{24.5, 1.6198341995231214}
{25., 1.617172282008197}
{25.5, 1.6006370741733056}
{26., 1.584848193711009}
{26.5, 1.583829893461643}
{27., 1.5936016614541872}
{27.5, 1.5962929973709834}
{28., 1.5840514432374113}
{28.5, 1.5676583522057959}
{29., 1.562995700090175}
{29.5, 1.5718707091533346}
{30., 1.5786015309318477}
{30.5, 1.5709853561855245}
{31., 1.555174445961221}
{31.5, 1.5472884400538849}
{32., 1.5540746954675368}
{32.5, 1.5634576007806422}
{33., 1.5604413504457515}
{33.5, 1.5462671508219752}
