{0., 2.8853900817780302}
{0.5, 2.8801608556299936}
{1., 2.829101390958583}
{1.5, 2.733725858516717}
{2., 2.668662353576422}
{2.5, 2.6593964407507182}
{3., 2.6390026975802545}
{3.5, 2.551145121961034}
{4., 2.4539978421778232}
{4.5, 2.410758979010919}
{5., 2.409315457493406}
{5.5, 2.3814267799494777}
{6., 2.3076476288995313}
{6.5, 2.243552541983769}
{7., 2.2236495774418366}
{7.5, 2.223826939616978}
{8., 2.1937621493661954}
{8.5, 2.1372344087736885}
{9., 2.0974353266876706}
{9.5, 2.0908409967800763}
{10., 2.0892583884650042}
{10.5, 2.0595577894481725}
{11., 2.0167683969079704}
{11.5, 1.9931240383270246}
{12., 1.9934701291413206}
{12.5, 1.9889847923565935}
{13., 1.9608260009142604}
{13.5, 1.9286395155688636}
{14., 1.916122397547459}
{14.5, 1.9195895186737217}
{15., 1.9120221213194655}
{15.5, 1.885935455562885}
{16., 1.862336014857786}
{16.5, 1.8578043368445112}
{17., 1.8618608015682532}
{17.5, 1.8514057800275547}
{18., 1.8277887606122118}
{18.5, 1.811592387721171}
{19., 1.8127512564562243}
{19.5, 1.8155853527825743}
{20., 1.8026557391980509}
{20.5, 1.781971370430801}
{21., 1.7725373089411354}
{21.5, 1.7773017457096807}
{22., 1.7776214973602245}
{22.5, 1.762852097810077}
{23., 1.7457843567165514}
{23.5, 1.742468185029788}
{24., 1.7487858000855552}
{24.5, 1.745802134540547}
{25., 1.7301106243429274}
{25.5, 1.7174758092121019}
{26., 1.719330404717211}
{26.5, 1.725187681134328}
{27., 1.7186892783385894}
{27.5, 1.7033248295519083}
{28., 1.6957581431065027}
{28.5, 1.701337697357786}
{29., 1.7050487446465667}
{29.5, 1.6954297808568177}
{30., 1.681793251605675}
{30.5, 1.679536699792699}
{31., 1.6869732026160729}
{31.5, 1.687313730103575}
{32., 1.6755353923949217}
{32.5, 1.665105788787566}
{33., 1.667687695223452}
{33.5, 1.6749164329573938}
{34., 1.6714196519937823}
{34.5, 1.658915042655354}
{35., 1.6528208349087166}
{35.5, 1.6590113568186382}
{36., 1.6641869939889573}
{36.5, 1.6571014139614164}
{37., 1.6456143988094452}
{37.5, 1.6443565159101214}
{38., 1.6523462665840387}
{38.5, 1.6541652583179558}
{39., 1.644472002695354}
{39.5, 1.6356444741558713}
{40., 1.6389044234901462}
{40.5, 1.6466824481069176}
{41., 1.6445360200959085}
{41.5, 1.633776554707684}
{42., 1.6288985942659635}
{42.5, 1.6355273672895199}
{43., 1.6412412589892122}
{43.5, 1.635388023996543}
{44., 1.6253409187145216}
{44.5, 1.6249941309105447}
{45., 1.6332387203141956}
{45.5, 1.635544667637248}
{46., 1.6269943963668927}
{46.5, 1.619404879538217}
{47., 1.6232757525456378}
{47.5, 1.6311662003936371}
{48., 1.6295205049201789}
{48.5, 1.6198211394006714}
{49., 1.6159867302308042}
{49.5, 1.622933048369889}
{50., 1.6286524183487319}
{50.5, 1.6233346213504198}
{51., 1.6143254983944333}
{51.5, 1.6147621276238917}
{52., 1.6230800163515569}
{52.5, 1.6253848103142075}
{53., 1.6174303513006176}
{53.5, 1.6108249408006037}
{54., 1.615199271159086}
{54.5, 1.6229552750909484}
{55., 1.6213660381572816}
{55.5, 1.6123519900363246}
{56., 1.6093674995052003}
{56.5, 1.6165330994606877}
{57., 1.6220182527279827}
{57.5, 1.616860374140538}
{58., 1.6086096080716554}
{58.5, 1.6097075260249873}
{59., 1.6179810557682117}
{59.5, 1.6200450001273072}
{60., 1.6123872553393723}
{60.5, 1.606556377166723}
{61., 1.6113452047035275}
{61.5, 1.6188601874401596}
{62., 1.6170946245356161}
{62.5, 1.6085307278740735}
{63., 1.6062534582623127}
{63.5, 1.6135692109383912}
{64., 1.6187101520430178}
{64.5, 1.6135057623843945}
{65., 1.6058248189561888}
{65.5, 1.607486879576854}
{66., 1.61566309275692}
{66.5, 1.6173685984942199}
{67., 1.6098353898868514}
{67.5, 1.6046308637413502}
{68., 1.6097693933198112}
{68.5, 1.617006519977238}
{69., 1.6149512097207825}
{69.5, 1.6066875210271165}
{70., 1.605010517227397}
{70.5, 1.6124348056081668}
{71., 1.6171920752453945}
{71.5, 1.6118362551899974}
{72., 1.6045961702029112}
{72.5, 1.6067432500054282}
{73., 1.6148056692758055}
{73.5, 1.6161035177681362}
{74., 1.6086060023862707}
{74.5, 1.6039190822317482}
{75., 1.6093637823826716}
{75.5, 1.616313688725873}
{76., 1.613916394302363}
{76.5, 1.6058680138409427}
{77., 1.604716000012786}
{77.5, 1.6122251877318048}
{78., 1.6165873455588367}
{78.5, 1.6110268217266381}
{79., 1.6041536998911439}
{79.5, 1.6067385141225408}
{80., 1.6146794429899445}
{80.5, 1.6155544815657978}
{81., 1.6080294327252485}
{81.5, 1.6038099480248609}
{82., 1.6095309617015752}
{82.5, 1.6161864546967997}
{83., 1.61342705892368}
{83.5, 1.6055438476447745}
{84., 1.6048697203746758}
{84.5, 1.612449570198889}
{85., 1.6164196439238356}
{85.5, 1.6106301993427308}
{86., 1.6040835147071903}
{86.5, 1.6070686827559348}
{87., 1.6148772960276836}
{87.5, 1.6153324870911296}
{88., 1.6077623009051323}
{88.5, 1.6039615892280903}
{89., 1.6099380984876397}
{89.5, 1.616301254429915}
{90., 1.6131777112465986}
{90.5, 1.605439705036431}
{91., 1.6052107934807687}
{91.5, 1.6128553538126298}
{92., 1.6164324302730413}
{92.5, 1.610404380517898}
{93., 1.6041638840585124}
{93.5, 1.6075269705619233}
{94., 1.6152047917368169}
{94.5, 1.6152429068973106}
{95., 1.6076104659514918}
{95.5, 1.6042187687968301}
{96., 1.6104346320743104}
{96.5, 1.6165042985700637}
{97., 1.6130209452608604}
{97.5, 1.6054136517175643}
{98., 1.6056118432759676}
{98.5, 1.613312986021716}
{99., 1.6164977512390033}
{99.5, 1.6102337540637333}
{100., 1.6042939399028993}
{100.5, 1.6080202741851843}
{101., 1.615559337472794}
{101.5, 1.6151853942238974}
{102., 1.60748887797738}
{102.5, 1.6044989479479197}
{103., 1.6109411699123002}
{103.5, 1.6167117080550026}
{104., 1.612874384587765}
{104.5, 1.605399334647232}
{105., 1.606015414160523}
{105.5, 1.613762161597069}
{106., 1.6165553315840406}
{106.5, 1.6100668790269197}
{107., 1.6044234971643232}
{107.5, 1.608496073448777}
{108., 1.615890940297355}
{108.5, 1.6151098216151718}
{109., 1.6073695657238234}
{109.5, 1.6047694465905729}
{110., 1.6114210640928028}
{110.5, 1.6168928137030818}
{111., 1.6127135558848353}
{111.5, 1.6053793619553456}
{112., 1.6063985012440665}
{112.5, 1.6141803418735332}
{113., 1.6165784183291745}
{113.5, 1.6098819831108504}
{114., 1.6045369902352506}
{114.5, 1.6089467813709948}
{115., 1.61618550960852}
{115.5, 1.6150040074165237}
{116., 1.6072307717220333}
{116.5, 1.6050211625336535}
{117., 1.6118688725072976}
{117.5, 1.6170328794639275}
