{0., 0}
{0.5, 0.0007266697384343034}
{1., 0.006010700481331375}
{1.5, 0.008945011715614258}
{2., 0.007215227680305063}
{2.5, 0.015654858451049566}
{3., 0.023456285926662282}
{3.5, 0.022650072267181555}
{4., 0.029544565474799972}
{4.5, 0.041477137438011735}
{5., 0.043420604380327764}
{5.5, 0.04654973678015874}
{6., 0.05948564345795511}
{6.5, 0.06582426537457067}
{7., 0.06622900134859397}
{7.5, 0.07668175282060823}
{8., 0.087199110527439}
{8.5, 0.0877457848910092}
{9., 0.0937393331875829}
{9.5, 0.1062698084937935}
{10., 0.10965539327931806}
{10.5, 0.11156064779837335}
{11., 0.12305952151779576}
{11.5, 0.13038744890550372}
{12., 0.13046664962577648}
{12.5, 0.13847526036649774}
{13., 0.1488448144193062}
{13.5, 0.14994046450396992}
{14., 0.1536907837870458}
{14.5, 0.16476031720598894}
{15., 0.1688933375314003}
{15.5, 0.1695338631070571}
{16., 0.17868633990248695}
{16.5, 0.18620671790066162}
{17., 0.18610772985399554}
{17.5, 0.1916630163370715}
{18., 0.2012349147654397}
{18.5, 0.20279695284113858}
{19., 0.20471681003659428}
{19.5, 0.21404705646073877}
{20., 0.21861779725272612}
{20.5, 0.21840426294822352}
{21., 0.22534411940615545}
{21.5, 0.23269866748477633}
{22., 0.23260507406097086}
{22.5, 0.23611172095193378}
{23., 0.2446714081716765}
{23.5, 0.24663652469077552}
{24., 0.24717592742458233}
{24.5, 0.25480396345460443}
{25., 0.2596113874734779}
{25.5, 0.2588604793496242}
{26., 0.26385377244028696}
{26.5, 0.27085611548045496}
{27., 0.27088589344779357}
{27.5, 0.2727164756033576}
{28., 0.2802116037332194}
{28.5, 0.2825365160142564}
{29., 0.28204056777757575}
{29.5, 0.2880831394610747}
{30., 0.2930172551464332}
{30.5, 0.2919616794535599}
{31., 0.29525114246180517}
{31.5, 0.3018212032136163}
{32., 0.3020762373759278}
{32.5, 0.3025231768512918}
{33., 0.3089593370604423}
{33.5, 0.3116494626278361}
{34., 0.31038740242411383}
{34.5, 0.3149504744658376}
{35., 0.31996849661324434}
{35.5, 0.3188147898574107}
{36., 0.32058622125568487}
{36.5, 0.32668107644318917}
{37., 0.3272881427899263}
{37.5, 0.32658463362704726}
{38., 0.33195935176626035}
{38.5, 0.3350557891588353}
{39., 0.3332782252230165}
