{0., 0}
{0.5, 0.0004427312012687106}
{1., 0.00481713022888914}
{1.5, 0.013993527863988988}
{2., 0.01946217849843121}
{2.5, 0.012182000206914621}
{3., 0.0014633203559542257}
{3.5, 0.0068624308530946376}
{4., 0.018230576031864947}
{4.5, 0.02108356376487348}
{5., 0.010908780752281832}
{5.5, 0.0009243275087188153}
{6., 0.007496608745846956}
{6.5, 0.019584829422967524}
{7., 0.02284284349750182}
{7.5, 0.013913452239992193}
{8., 0.005500057789059499}
{8.5, 0.011893439614091986}
{9., 0.024087479287445396}
{9.5, 0.028386689036541263}
{10., 0.02107493624745814}
{10.5, 0.012955173658498208}
{11., 0.01787655383575305}
{11.5, 0.029821446177274148}
{12., 0.035356766160693956}
{12.5, 0.02957778323821473}
{13., 0.021087173520152262}
{13.5, 0.02384563638256019}
{14., 0.03523774643402073}
{14.5, 0.04209841470535279}
{15., 0.037937253104137154}
{15.5, 0.029035728744754644}
{16., 0.02929369714090336}
{16.5, 0.03973889886860825}
{17., 0.047899996022529145}
{17.5, 0.045548647358168284}
{18., 0.03653817371728035}
{18.5, 0.03421404318451255}
{19., 0.04322296526742093}
{19.5, 0.05251507725139534}
{20., 0.05217001791149828}
{20.5, 0.043519006222650335}
{21., 0.038766683623628145}
{21.5, 0.04581512891300353}
{22., 0.055911140405713135}
{22.5, 0.05770348849357717}
{23., 0.049939288321426425}
{23.5, 0.04312935971385061}
{24., 0.047744476428764684}
{24.5, 0.05816518628325255}
{25., 0.06211616956211279}
{25.5, 0.055751261706181436}
{26., 0.047431518817543705}
{26.5, 0.049279430830911644}
{27., 0.05942154348794618}
{27.5, 0.06541420573857548}
{28., 0.06089438084022677}
{28.5, 0.05173195284185162}
{29., 0.05068687930615949}
{29.5, 0.059871647206548355}
{30., 0.06763574256934862}
{30.5, 0.06530145184249234}
{31., 0.056017968363353904}
{31.5, 0.05219929345184166}
{32., 0.05974234278588249}
{32.5, 0.06885198702693902}
{33., 0.06891048217075937}
{33.5, 0.060219206438983014}
{34., 0.05398787191717649}
{34.5, 0.059281465471103426}
{35., 0.06916721411057884}
{35.5, 0.07167375176514491}
{36., 0.06422687356889974}
{36.5, 0.0561472121321646}
{37., 0.058743381688454895}
{37.5, 0.06872118702845675}
{38., 0.07356698628953344}
{38.5, 0.06791330362977935}
{39., 0.05868963727822951}
{39.5, 0.058367212875943854}
{40., 0.06768624695776841}
{40.5, 0.07459514219893697}
{41., 0.07115014083137403}
{41.5, 0.06155433201220613}
{42., 0.05835599341995558}
{42.5, 0.06626389856410622}
{43., 0.07479686954978547}
{43.5, 0.0738213010407697}
{44., 0.06462295507146104}
{44.5, 0.05885450355021926}
{45., 0.0646761484043683}
{45.5, 0.07424779300465495}
{46., 0.07583447296722945}
{46.5, 0.06774153315078528}
{47., 0.05993402254777293}
